"File","Line","Crate","RiskLevel","Context","Code"
"astraweave-memory\tests\storage_tests.rs","211","astraweave-memory","P3-Low","storage.store_memory(&create_test_memory(""critical"", MemoryType::Episodic, 1.0, vec![])).unwrap();","storage.store_memory(&create_test_memory(""critical"", MemoryType::Episodic, 1.0, vec![])).unwrap();"
"astraweave-memory\tests\storage_tests.rs","210","astraweave-memory","P3-Low","storage.store_memory(&create_test_memory(""high"", MemoryType::Episodic, 0.9, vec![])).unwrap();","storage.store_memory(&create_test_memory(""high"", MemoryType::Episodic, 0.9, vec![])).unwrap();"
"astraweave-memory\tests\storage_tests.rs","239","astraweave-memory","P3-Low","storage.query_by_type_and_importance(MemoryType::Semantic, 0.9, 10)","let sem_results = storage.query_by_type_and_importance(MemoryType::Semantic, 0.9, 10).unwrap();"
"astraweave-memory\tests\storage_tests.rs","220","astraweave-memory","P3-Low","storage.query_important(0.0, 1)","let top_one = storage.query_important(0.0, 1).unwrap();"
"astraweave-memory\tests\storage_tests.rs","248","astraweave-memory","P3-Low","storage.store_memory(&create_test_memory(""keep1"", MemoryType::Episodic, 0.8, vec![])).unwrap();","storage.store_memory(&create_test_memory(""keep1"", MemoryType::Episodic, 0.8, vec![])).unwrap();"
"astraweave-memory\tests\storage_tests.rs","54","astraweave-memory","P3-Low","storage.count_memories()","assert_eq!(storage.count_memories().unwrap(), 0);"
"astraweave-memory\tests\storage_tests.rs","134","astraweave-memory","P3-Low","storage.count_by_type(MemoryType::Procedural)","assert_eq!(storage.count_by_type(MemoryType::Procedural).unwrap(), 1);"
"astraweave-memory\tests\storage_tests.rs","133","astraweave-memory","P3-Low","storage.count_by_type(MemoryType::Semantic)","assert_eq!(storage.count_by_type(MemoryType::Semantic).unwrap(), 1);"
"astraweave-memory\tests\storage_tests.rs","132","astraweave-memory","P3-Low","storage.count_by_type(MemoryType::Episodic)","assert_eq!(storage.count_by_type(MemoryType::Episodic).unwrap(), 2);"
"astraweave-memory\tests\storage_tests.rs","127","astraweave-memory","P3-Low","storage.query_by_type(MemoryType::Semantic)","let semantic = storage.query_by_type(MemoryType::Semantic).unwrap();"
"astraweave-memory\tests\storage_tests.rs","121","astraweave-memory","P3-Low","storage.query_by_type(MemoryType::Episodic)","let episodic = storage.query_by_type(MemoryType::Episodic).unwrap();"
"astraweave-memory\tests\storage_tests.rs","118","astraweave-memory","P3-Low","storage.store_memory(&create_test_memory(""emo1"", MemoryType::Emotional, 0.85, vec![])).unwrap();","storage.store_memory(&create_test_memory(""emo1"", MemoryType::Emotional, 0.85, vec![])).unwrap();"
"astraweave-memory\tests\storage_tests.rs","135","astraweave-memory","P3-Low","storage.count_by_type(MemoryType::Emotional)","assert_eq!(storage.count_by_type(MemoryType::Emotional).unwrap(), 1);"
"astraweave-memory\tests\storage_tests.rs","117","astraweave-memory","P3-Low","storage.store_memory(&create_test_memory(""proc1"", MemoryType::Procedural, 0.6, vec![])).unwrap();","storage.store_memory(&create_test_memory(""proc1"", MemoryType::Procedural, 0.6, vec![])).unwrap();"
"astraweave-memory\tests\storage_tests.rs","115","astraweave-memory","P3-Low","storage.store_memory(&create_test_memory(""ep2"", MemoryType::Episodic, 0.7, vec![])).unwrap();","storage.store_memory(&create_test_memory(""ep2"", MemoryType::Episodic, 0.7, vec![])).unwrap();"
"astraweave-memory\tests\storage_tests.rs","114","astraweave-memory","P3-Low","storage.store_memory(&create_test_memory(""ep1"", MemoryType::Episodic, 0.8, vec![])).unwrap();","storage.store_memory(&create_test_memory(""ep1"", MemoryType::Episodic, 0.8, vec![])).unwrap();"
"astraweave-memory\tests\storage_tests.rs","111","astraweave-memory","P3-Low","MemoryStorage::in_memory()","let mut storage = MemoryStorage::in_memory().unwrap();"
"astraweave-memory\tests\storage_tests.rs","105","astraweave-memory","P3-Low","storage.get_memory(""crud_test_001"")","let after_delete = storage.get_memory(""crud_test_001"").unwrap();"
"astraweave-memory\tests\storage_tests.rs","103","astraweave-memory","P3-Low","storage.count_memories()","assert_eq!(storage.count_memories().unwrap(), 0);"
"astraweave-memory\tests\storage_tests.rs","101","astraweave-memory","P3-Low","storage.delete_memory(""crud_test_001"")","let deleted = storage.delete_memory(""crud_test_001"").unwrap();"
"astraweave-memory\tests\storage_tests.rs","116","astraweave-memory","P3-Low","storage.store_memory(&create_test_memory(""sem1"", MemoryType::Semantic, 0.9, vec![])).unwrap();","storage.store_memory(&create_test_memory(""sem1"", MemoryType::Semantic, 0.9, vec![])).unwrap();"
"astraweave-memory\tests\storage_tests.rs","140","astraweave-memory","P3-Low","MemoryStorage::in_memory()","let mut storage = MemoryStorage::in_memory().unwrap();"
"astraweave-memory\tests\storage_tests.rs","147","astraweave-memory","P3-Low",")).unwrap();",")).unwrap();"
"astraweave-memory\tests\storage_tests.rs","154","astraweave-memory","P3-Low",")).unwrap();",")).unwrap();"
"astraweave-memory\tests\storage_tests.rs","56","astraweave-memory","P3-Low","storage.get_schema_version()","let version = storage.get_schema_version().unwrap();"
"astraweave-memory\tests\storage_tests.rs","62","astraweave-memory","P3-Low","MemoryStorage::in_memory()","let mut storage = MemoryStorage::in_memory().unwrap();"
"astraweave-memory\tests\storage_tests.rs","73","astraweave-memory","P3-Low","storage.count_memories()","assert_eq!(storage.count_memories().unwrap(), 1);"
"astraweave-memory\tests\storage_tests.rs","209","astraweave-memory","P3-Low","storage.store_memory(&create_test_memory(""medium"", MemoryType::Episodic, 0.5, vec![])).unwrap();","storage.store_memory(&create_test_memory(""medium"", MemoryType::Episodic, 0.5, vec![])).unwrap();"
"astraweave-memory\tests\storage_tests.rs","208","astraweave-memory","P3-Low","storage.store_memory(&create_test_memory(""low"", MemoryType::Episodic, 0.2, vec![])).unwrap();","storage.store_memory(&create_test_memory(""low"", MemoryType::Episodic, 0.2, vec![])).unwrap();"
"astraweave-memory\tests\storage_tests.rs","206","astraweave-memory","P3-Low","MemoryStorage::in_memory()","let mut storage = MemoryStorage::in_memory().unwrap();"
"astraweave-memory\tests\storage_tests.rs","198","astraweave-memory","P3-Low","storage.query_recent(2)","let recent = storage.query_recent(2).unwrap();"
"astraweave-memory\tests\storage_tests.rs","195","astraweave-memory","P3-Low","storage.store_memory(&create_test_memory(""new1"", MemoryType::Episodic, 0.7, vec![])).unwrap();","storage.store_memory(&create_test_memory(""new1"", MemoryType::Episodic, 0.7, vec![])).unwrap();"
"astraweave-memory\tests\storage_tests.rs","192","astraweave-memory","P3-Low","storage.store_memory(&create_test_memory(""mid1"", MemoryType::Episodic, 0.6, vec![])).unwrap();","storage.store_memory(&create_test_memory(""mid1"", MemoryType::Episodic, 0.6, vec![])).unwrap();"
"astraweave-memory\tests\storage_tests.rs","189","astraweave-memory","P3-Low","storage.store_memory(&create_test_memory(""old1"", MemoryType::Episodic, 0.5, vec![])).unwrap();","storage.store_memory(&create_test_memory(""old1"", MemoryType::Episodic, 0.5, vec![])).unwrap();"
"astraweave-memory\tests\storage_tests.rs","186","astraweave-memory","P3-Low","MemoryStorage::in_memory()","let mut storage = MemoryStorage::in_memory().unwrap();"
"astraweave-memory\tests\storage_tests.rs","175","astraweave-memory","P3-Low","storage.get_all_tags()","let all_tags = storage.get_all_tags().unwrap();"
"astraweave-memory\tests\storage_tests.rs","170","astraweave-memory","P3-Low","storage.query_by_tag(""boss"")","let boss_memories = storage.query_by_tag(""boss"").unwrap();"
"astraweave-memory\tests\storage_tests.rs","164","astraweave-memory","P3-Low","storage.query_by_tag(""combat"")","let combat_memories = storage.query_by_tag(""combat"").unwrap();"
"astraweave-memory\tests\storage_tests.rs","161","astraweave-memory","P3-Low",")).unwrap();",")).unwrap();"
"astraweave-memory\tests\storage_tests.rs","260","astraweave-memory","P3-Low","storage.get_memory(""keep1"")","let kept = storage.get_memory(""keep1"").unwrap();"
"astraweave-memory\tests\storage_tests.rs","266","astraweave-memory","P3-Low","MemoryStorage::in_memory()","let mut storage = MemoryStorage::in_memory().unwrap();"
"astraweave-memory\tests\storage_tests.rs","94","astraweave-memory","P3-Low","storage.count_memories()","assert_eq!(storage.count_memories().unwrap(), 1); // Still 1 memory"
"astraweave-memory\tests\storage_tests.rs","373","astraweave-memory","P3-Low","storage.store_memory(&combat_ep.to_memory()","storage.store_memory(&combat_ep.to_memory().unwrap()).unwrap();"
"astraweave-memory\tests\storage_tests.rs","457","astraweave-memory","P3-Low","retrieved.embedding","let embedding = retrieved.embedding.unwrap();"
"astraweave-memory\tests\storage_tests.rs","465","astraweave-memory","P3-Low","MemoryStorage::in_memory()","let mut storage = MemoryStorage::in_memory().unwrap();"
"astraweave-memory\tests\storage_tests.rs","474","astraweave-memory","P3-Low",")).unwrap();",")).unwrap();"
"astraweave-memory\tests\storage_tests.rs","481","astraweave-memory","P3-Low","storage.count_memories()","assert_eq!(storage.count_memories().unwrap(), 10);"
"astraweave-memory\tests\storage_tests.rs","452","astraweave-memory","P3-Low","storage.store_memory(&memory)","storage.store_memory(&memory).unwrap();"
"astraweave-memory\tests\storage_tests.rs","447","astraweave-memory","P3-Low","MemoryStorage::in_memory()","let mut storage = MemoryStorage::in_memory().unwrap();"
"astraweave-memory\tests\storage_tests.rs","437","astraweave-memory","P3-Low","storage.get_memory(""persist2"")","let mem2 = storage.get_memory(""persist2"").unwrap();"
"astraweave-memory\tests\storage_tests.rs","434","astraweave-memory","P3-Low","storage.get_memory(""persist1"")","let mem1 = storage.get_memory(""persist1"").unwrap();"
"astraweave-memory\tests\storage_tests.rs","432","astraweave-memory","P3-Low","storage.count_memories()","assert_eq!(storage.count_memories().unwrap(), 2);"
"astraweave-memory\tests\storage_tests.rs","454","astraweave-memory","P3-Low","storage.get_memory(""with_embedding"").unwrap()","let retrieved = storage.get_memory(""with_embedding"").unwrap().unwrap();"
"astraweave-memory\tests\storage_tests.rs","425","astraweave-memory","P3-Low","storage.count_memories()","assert_eq!(storage.count_memories().unwrap(), 2);"
"astraweave-memory\tests\storage_tests.rs","424","astraweave-memory","P3-Low","storage.store_memory(&create_test_memory(""persist2"", MemoryType::Semantic, 0.9, vec![])).unwrap();","storage.store_memory(&create_test_memory(""persist2"", MemoryType::Semantic, 0.9, vec![])).unwrap();"
"astraweave-memory\tests\storage_tests.rs","423","astraweave-memory","P3-Low","storage.store_memory(&create_test_memory(""persist1"", MemoryType::Episodic, 0.8, vec![])).unwrap();","storage.store_memory(&create_test_memory(""persist1"", MemoryType::Episodic, 0.8, vec![])).unwrap();"
"astraweave-memory\tests\storage_tests.rs","328","astraweave-memory","P3-Low","MemoryStorage::in_memory()","let mut storage = MemoryStorage::in_memory().unwrap();"
"astraweave-memory\tests\storage_tests.rs","382","astraweave-memory","P3-Low","storage.query_by_tag(""combat"")","let combat_memories = storage.query_by_tag(""combat"").unwrap();"
"astraweave-memory\tests\storage_tests.rs","374","astraweave-memory","P3-Low","storage.store_memory(&dialogue_ep.to_memory()","storage.store_memory(&dialogue_ep.to_memory().unwrap()).unwrap();"
"astraweave-memory\tests\storage_tests.rs","399","astraweave-memory","P3-Low","storage.store_memory(&create_test_memory(""sem1"", MemoryType::Semantic, 0.9, vec![""knowledge"".to_string()])).unwrap();","storage.store_memory(&create_test_memory(""sem1"", MemoryType::Semantic, 0.9, vec![""knowledge"".to_string()])).unwrap();"
"astraweave-memory\tests\storage_tests.rs","375","astraweave-memory","P3-Low","storage.store_memory(&exploration_ep.to_memory()","storage.store_memory(&exploration_ep.to_memory().unwrap()).unwrap();"
"astraweave-memory\tests\storage_tests.rs","378","astraweave-memory","P3-Low","storage.count_memories()","assert_eq!(storage.count_memories().unwrap(), 3);"
"astraweave-memory\tests\storage_tests.rs","379","astraweave-memory","P3-Low","storage.count_by_type(MemoryType::Episodic)","assert_eq!(storage.count_by_type(MemoryType::Episodic).unwrap(), 3);"
"astraweave-memory\tests\storage_tests.rs","389","astraweave-memory","P3-Low","storage.query_important(0.8, 10)","let important = storage.query_important(0.8, 10).unwrap();"
"astraweave-memory\tests\storage_tests.rs","398","astraweave-memory","P3-Low","storage.store_memory(&create_test_memory(""ep2"", MemoryType::Episodic, 0.7, vec![""dialogue"".to_string()])).unwrap();","storage.store_memory(&create_test_memory(""ep2"", MemoryType::Episodic, 0.7, vec![""dialogue"".to_string()])).unwrap();"
"astraweave-memory\tests\storage_tests.rs","395","astraweave-memory","P3-Low","MemoryStorage::in_memory()","let mut storage = MemoryStorage::in_memory().unwrap();"
"astraweave-memory\tests\storage_tests.rs","397","astraweave-memory","P3-Low","storage.store_memory(&create_test_memory(""ep1"", MemoryType::Episodic, 0.8, vec![""combat"".to_string()])).unwrap();","storage.store_memory(&create_test_memory(""ep1"", MemoryType::Episodic, 0.8, vec![""combat"".to_string()])).unwrap();"
"astraweave-memory\tests\storage_tests.rs","385","astraweave-memory","P3-Low","storage.query_by_tag(""dialogue"")","let dialogue_memories = storage.query_by_tag(""dialogue"").unwrap();"
"astraweave-memory\tests\storage_tests.rs","400","astraweave-memory","P3-Low","storage.store_memory(&create_test_memory(""proc1"", MemoryType::Procedural, 0.6, vec![""skill"".to_string()])).unwrap();","storage.store_memory(&create_test_memory(""proc1"", MemoryType::Procedural, 0.6, vec![""skill"".to_string()])).unwrap();"
"astraweave-net\src\tests.rs","52","astraweave-net","P3-Low","map_b.get(id)","let eb = map_b.get(id).unwrap();"
"astraweave-net\src\tests.rs","63","astraweave-net","P3-Low","a.entities.iter().find(|e| e.team == 0).cloned()","let viewer = a.entities.iter().find(|e| e.team == 0).cloned().unwrap();"
"astraweave-net\src\tests.rs","181","astraweave-net","P3-Low",".unwrap();",".unwrap();"
"astraweave-net\src\tests.rs","160","astraweave-net","P3-Low","replay_from(w2, &evs)","let h2 = replay_from(w2, &evs).unwrap();"
"astraweave-net\src\tests.rs","175","astraweave-net","P3-Low",".unwrap();",".unwrap();"
"astraweave-net\src\tests.rs","42","astraweave-net","P3-Low","a.entities.first().cloned()","let viewer = a.entities.first().cloned().unwrap();"
"astraweave-net\src\tests.rs","159","astraweave-net","P3-Low","replay_from(w1, &evs)","let h1 = replay_from(w1, &evs).unwrap();"
"astraweave-net\src\tests.rs","65","astraweave-net","P3-Low","a.entities.iter().find(|e| e.team == 2)","let enemy_id = a.entities.iter().find(|e| e.team == 2).unwrap().id;"
"astraweave-persona\tests\serialization.rs","14","astraweave-persona","P3-Low","serde_json::to_string(&p)","let s = serde_json::to_string(&p).unwrap();"
"astraweave-persona\tests\serialization.rs","15","astraweave-persona","P3-Low","serde_json::from_str(&s)","let p2: CompanionProfile = serde_json::from_str(&s).unwrap();"
"astraweave-physics\tests\determinism.rs","166","astraweave-physics","P3-Low","state2.get(id)","let pos2 = state2.get(id).unwrap();"
"astraweave-render\src\nanite_gpu_culling_tests.rs","108","astraweave-render","P3-Low","pipeline","let pipeline = pipeline.unwrap();"
"astraweave-render\src\nanite_gpu_culling_tests.rs","123","astraweave-render","P3-Low",".unwrap();",".unwrap();"
"astraweave-render\src\nanite_gpu_culling_tests.rs","143","astraweave-render","P3-Low",".unwrap();",".unwrap();"
"astraweave-render\src\nanite_gpu_culling_tests.rs","198","astraweave-render","P3-Low",".unwrap();",".unwrap();"
"astraweave-render\tests\culling_integration.rs","234","astraweave-render","P3-Low","rx.recv().unwrap()","rx.recv().unwrap().unwrap();"
"astraweave-render\tests\culling_integration.rs","110","astraweave-render","P3-Low","rx.recv().unwrap()","rx.recv().unwrap().unwrap();"
"astraweave-render\tests\culling_integration.rs","309","astraweave-render","P3-Low","rx.recv().unwrap()","rx.recv().unwrap().unwrap();"
"astraweave-render\tests\culling_integration.rs","125","astraweave-render","P3-Low","rx.recv().unwrap()","rx.recv().unwrap().unwrap();"
"astraweave-render\tests\golden_postfx.rs","360","astraweave-render","P3-Low","rx.recv().unwrap()","rx.recv().unwrap().unwrap();"
"astraweave-render\tests\headless_integration.rs","87","astraweave-render","P3-Low","tempfile::tempdir()","let dir = tempfile::tempdir().unwrap();"
"astraweave-render\tests\headless_integration.rs","93","astraweave-render","P3-Low",".unwrap();",".unwrap();"
"astraweave-render\tests\headless_integration.rs","94","astraweave-render","P3-Low","std::fs::write(base.join(""arrays.toml""), ""[layers]\nk=0\n"").unwrap();","std::fs::write(base.join(""arrays.toml""), ""[layers]\nk=0\n"").unwrap();"
"astraweave-render\tests\ibl_integration.rs","26","astraweave-render","P3-Low","manager","let mgr = manager.unwrap();"
"astraweave-render\tests\ibl_integration.rs","59","astraweave-render","P3-Low","resources","let res = resources.unwrap();"
"astraweave-render\tests\materials_spec.rs","20","astraweave-render","P3-Low","img.save(base.join(""tex_a.png"")).unwrap();","img.save(base.join(""tex_a.png"")).unwrap();"
"astraweave-render\tests\materials_spec.rs","113","astraweave-render","P3-Low","r.save(base.join(""r.png"")).unwrap();","r.save(base.join(""r.png"")).unwrap();"
"astraweave-render\tests\materials_spec.rs","112","astraweave-render","P3-Low","m.save(base.join(""m.png"")).unwrap();","m.save(base.join(""m.png"")).unwrap();"
"astraweave-render\tests\materials_spec.rs","23","astraweave-render","P3-Low","img.save(base.join(""mra.png"")).unwrap();","img.save(base.join(""mra.png"")).unwrap();"
"astraweave-render\tests\materials_spec.rs","22","astraweave-render","P3-Low","img.save(base.join(""nrm.png"")).unwrap();","img.save(base.join(""nrm.png"")).unwrap();"
"astraweave-render\tests\materials_spec.rs","21","astraweave-render","P3-Low","img.save(base.join(""tex_b.png"")).unwrap();","img.save(base.join(""tex_b.png"")).unwrap();"
"astraweave-render\tests\materials_spec.rs","11","astraweave-render","P3-Low","tempfile::Builder::new().prefix(prefix).tempdir()","tempfile::Builder::new().prefix(prefix).tempdir().unwrap()"
"astraweave-render\tests\materials_spec.rs","119","astraweave-render","P3-Low","nrm.save(base.join(""nrm.png"")).unwrap();","nrm.save(base.join(""nrm.png"")).unwrap();"
"astraweave-render\tests\materials_spec.rs","234","astraweave-render","P3-Low","fs::create_dir_all(base.join(""subdir"")).unwrap();","fs::create_dir_all(base.join(""subdir"")).unwrap();"
"astraweave-render\tests\materials_spec.rs","186","astraweave-render","P3-Low","alb.save(base.join(""alb.png"")).unwrap();","alb.save(base.join(""alb.png"")).unwrap();"
"astraweave-render\tests\materials_spec.rs","114","astraweave-render","P3-Low","a.save(base.join(""a.png"")).unwrap();","a.save(base.join(""a.png"")).unwrap();"
"astraweave-render\tests\materials_spec.rs","239","astraweave-render","P3-Low",".unwrap();",".unwrap();"
"astraweave-render\tests\materials_spec.rs","240","astraweave-render","P3-Low","fs::copy(base.join(""arrays.toml""), base.join(""subdir/arrays.toml"")).unwrap();","fs::copy(base.join(""arrays.toml""), base.join(""subdir/arrays.toml"")).unwrap();"
"astraweave-render\tests\materials_spec.rs","7","astraweave-render","P3-Low","fs::write(path, contents)","fs::write(path, contents).unwrap();"
"astraweave-render\tests\materials_spec.rs","5","astraweave-render","P3-Low","fs::create_dir_all(p)","fs::create_dir_all(p).unwrap();"
"astraweave-render\tests\materials_spec.rs","182","astraweave-render","P3-Low","fs::create_dir_all(&nested)","fs::create_dir_all(&nested).unwrap();"
"astraweave-render\tests\materials_spec.rs","118","astraweave-render","P3-Low","alb.save(base.join(""alb.png"")).unwrap();","alb.save(base.join(""alb.png"")).unwrap();"
"astraweave-render\tests\test_pbr_advanced.rs","533","astraweave-render","P3-Low","toml::from_str(toml_str)","let def: MaterialDefinitionExtended = toml::from_str(toml_str).unwrap();"
"astraweave-render\tests\test_pbr_advanced.rs","519","astraweave-render","P3-Low","toml::from_str(toml_str)","let def: MaterialDefinitionExtended = toml::from_str(toml_str).unwrap();"
"astraweave-render\tests\test_terrain_material.rs","268","astraweave-render","P3-Low","path.to_str()","if path.to_str().unwrap() == ""test.png"" {"
"astraweave-scene\tests\bone_attachment_integration.rs","131","astraweave-scene","P3-Low",".unwrap()",".unwrap()"
"astraweave-scene\tests\bone_attachment_integration.rs","148","astraweave-scene","P3-Low",".unwrap()",".unwrap()"
"astraweave-scene\tests\bone_attachment_integration.rs","207","astraweave-scene","P3-Low",".unwrap()",".unwrap()"
"astraweave-scene\tests\bone_attachment_integration.rs","213","astraweave-scene","P3-Low",".unwrap()",".unwrap()"
"astraweave-scene\tests\bone_attachment_integration.rs","254","astraweave-scene","P3-Low","let weapon_transform = world.get::<CTransformWorld>(weapon_entity).unwrap().0;","let weapon_transform = world.get::<CTransformWorld>(weapon_entity).unwrap().0;"
"astraweave-scene\tests\bone_attachment_integration.rs","381","astraweave-scene","P3-Low","let weapon_world = world.get::<CTransformWorld>(weapon_entity).unwrap().0;","let weapon_world = world.get::<CTransformWorld>(weapon_entity).unwrap().0;"
"astraweave-scene\tests\bone_attachment_integration.rs","92","astraweave-scene","P3-Low","let weapon_transform = world.get::<CTransformWorld>(weapon_entity).unwrap();","let weapon_transform = world.get::<CTransformWorld>(weapon_entity).unwrap();"
"astraweave-scene\tests\bone_attachment_integration.rs","328","astraweave-scene","P3-Low",".unwrap()",".unwrap()"
"astraweave-scene\tests\streaming_integration.rs","192","astraweave-scene","P3-Low","scene.update_streaming(glam::Vec3::ZERO).await","scene.update_streaming(glam::Vec3::ZERO).await.unwrap();"
"astraweave-scene\tests\streaming_integration.rs","301","astraweave-scene","P3-Low","scene.update_streaming(glam::Vec3::ZERO).await","scene.update_streaming(glam::Vec3::ZERO).await.unwrap();"
"astraweave-scene\tests\streaming_integration.rs","267","astraweave-scene","P3-Low","manager.force_unload_cell(coord1).await","manager.force_unload_cell(coord1).await.unwrap();"
"astraweave-scene\tests\streaming_integration.rs","263","astraweave-scene","P3-Low","manager.force_load_cell(coord1).await","manager.force_load_cell(coord1).await.unwrap();"
"astraweave-scene\tests\streaming_integration.rs","237","astraweave-scene","P3-Low","scene.query_entities_in_cell(initial_coord)","scene.query_entities_in_cell(initial_coord).unwrap().len(),"
"astraweave-scene\tests\streaming_integration.rs","235","astraweave-scene","P3-Low","scene.query_entities_in_cell(new_coord)","assert_eq!(scene.query_entities_in_cell(new_coord).unwrap().len(), 1);"
"astraweave-scene\tests\streaming_integration.rs","225","astraweave-scene","P3-Low","scene.query_entities_in_cell(initial_coord)","scene.query_entities_in_cell(initial_coord).unwrap().len(),"
"astraweave-scene\tests\streaming_integration.rs","61","astraweave-scene","P3-Low","create_test_cell_file(&cell_path, [0, 0, 0]).await","create_test_cell_file(&cell_path, [0, 0, 0]).await.unwrap();"
"astraweave-scene\tests\streaming_integration.rs","72","astraweave-scene","P3-Low","manager.force_load_cell(coord).await","manager.force_load_cell(coord).await.unwrap();"
"astraweave-scene\tests\streaming_integration.rs","91","astraweave-scene","P3-Low","create_test_cell_file(&cell_path, [x, 0, z]).await","create_test_cell_file(&cell_path, [x, 0, z]).await.unwrap();"
"astraweave-scene\tests\streaming_integration.rs","111","astraweave-scene","P3-Low","manager.update(camera_pos).await","manager.update(camera_pos).await.unwrap();"
"astraweave-scene\tests\streaming_integration.rs","140","astraweave-scene","P3-Low","scene.query_entities_in_cell(coord)","let entities = scene.query_entities_in_cell(coord).unwrap();"
"astraweave-scene\tests\streaming_integration.rs","174","astraweave-scene","P3-Low","create_test_cell_file(&cell_path, [x, 0, z]).await","create_test_cell_file(&cell_path, [x, 0, z]).await.unwrap();"
"astraweave-scene\tests\streaming_integration.rs","198","astraweave-scene","P3-Low","scene.update_streaming(new_pos).await","scene.update_streaming(new_pos).await.unwrap();"
"astraweave-scene\tests\streaming_integration.rs","289","astraweave-scene","P3-Low","create_test_cell_file(&cell_path, [x, 0, z]).await","create_test_cell_file(&cell_path, [x, 0, z]).await.unwrap();"
"astraweave-scene\tests\streaming_integration.rs","271","astraweave-scene","P3-Low","manager.force_load_cell(coord1).await","manager.force_load_cell(coord1).await.unwrap();"
"astraweave-stress-test\src\lib.rs","364","astraweave-stress-test","P3-Low","let app = create_stress_test_app(config.clone()).unwrap();","let app = create_stress_test_app(config.clone()).unwrap();"
"astraweave-stress-test\src\lib.rs","324","astraweave-stress-test","P3-Low","run_stress_test(config).await","let results = run_stress_test(config).await.unwrap();"
"astraweave-terrain\tests\marching_cubes_tests.rs","351","astraweave-terrain","P3-Low","tokio::runtime::Runtime::new()","let runtime = tokio::runtime::Runtime::new().unwrap();"
"examples\adaptive_boss\src\main.rs","15","unknown","P3-Low","w.pos_of(player)","pos: w.pos_of(player).unwrap(),"
"examples\adaptive_boss\src\main.rs","23","unknown","P3-Low","w.pos_of(comp)","pos: w.pos_of(comp).unwrap(),"
"examples\adaptive_boss\src\main.rs","27","unknown","P3-Low","w.pos_of(boss)","pos: w.pos_of(boss).unwrap(),"
"examples\crafting_combat_demo\src\main.rs","71","unknown","P3-Low","blade.echo.as_ref()","println!(""Infused: {:?}"", blade.echo.as_ref().unwrap().name);"
"examples\debug_overlay\src\main.rs","101","unknown","P3-Low","self.world.pos_of(self.enemy)","let e = self.world.pos_of(self.enemy).unwrap();"
"examples\debug_overlay\src\main.rs","100","unknown","P3-Low","self.world.pos_of(self.comp)","let c = self.world.pos_of(self.comp).unwrap();"
"examples\debug_overlay\src\main.rs","99","unknown","P3-Low","self.world.pos_of(self.player)","let p = self.world.pos_of(self.player).unwrap();"
"examples\debug_toolkit_demo\src\main.rs","292","unknown","P3-Low",".unwrap();",".unwrap();"
"examples\debug_toolkit_demo\src\main.rs","138","unknown","P3-Low","EventLoop::new()","let event_loop = EventLoop::new().unwrap();"
"examples\hello_companion\src\main.rs","986","unknown","P3-Low","scores.sort_by(|a, b| b.1.partial_cmp(&a.1)","scores.sort_by(|a, b| b.1.partial_cmp(&a.1).unwrap());"
"examples\hello_companion\src\main.rs","654","unknown","P3-Low","scores.sort_by(|a, b| b.1.partial_cmp(&a.1)","scores.sort_by(|a, b| b.1.partial_cmp(&a.1).unwrap());"
"examples\ipc_loopback\src\main.rs","7","unknown","P3-Low","run_ws_server(""127.0.0.1:8088"").await","run_ws_server(""127.0.0.1:8088"").await.unwrap();"
"examples\llm_comprehensive_demo\src\main.rs","272","unknown","P3-Low","std::io::stdout().flush()","std::io::stdout().flush().unwrap();"
"examples\nav_physics_bridge\src\main.rs","61","unknown","P3-Low","pw.body_transform(char_id)","let final_pos = pw.body_transform(char_id).unwrap().w_axis;"
"examples\nav_physics_bridge\src\main.rs","37","unknown","P3-Low","pw.body_transform(char_id)","let pos = pw.body_transform(char_id).unwrap();"
"examples\ollama_probe\src\main.rs","40","unknown","P3-Low","serde_json::to_string_pretty(&snapshot)","snap = serde_json::to_string_pretty(&snapshot).unwrap(),"
"examples\orchestrator_async_tick\src\main.rs","18","unknown","P3-Low","w.health(player)","hp: w.health(player).unwrap().hp,"
"examples\orchestrator_async_tick\src\main.rs","32","unknown","P3-Low","w.health(enemy)","hp: w.health(enemy).unwrap().hp,"
"examples\orchestrator_async_tick\src\main.rs","91","unknown","P3-Low","map_engine_error(plan.steps.first()","let tb = map_engine_error(plan.steps.first().unwrap(), &e);"
"examples\orchestrator_async_tick\src\main.rs","12","unknown","P3-Low","w.pos_of(me)","let me_pose = w.pos_of(me).unwrap();"
"examples\orchestrator_async_tick\src\main.rs","13","unknown","P3-Low","w.pos_of(player)","let player_pose = w.pos_of(player).unwrap();"
"examples\orchestrator_async_tick\src\main.rs","14","unknown","P3-Low","w.pos_of(enemy)","let enemy_pose = w.pos_of(enemy).unwrap();"
"examples\orchestrator_async_tick\src\main.rs","24","unknown","P3-Low","w.ammo(me)","ammo: w.ammo(me).unwrap().rounds,"
"examples\phase_director\src\main.rs","13","unknown","P3-Low","w.pos_of(player)","pos: w.pos_of(player).unwrap(),"
"examples\phase_director\src\main.rs","21","unknown","P3-Low","w.pos_of(comp)","pos: w.pos_of(comp).unwrap(),"
"examples\phase_director\src\main.rs","25","unknown","P3-Low","w.pos_of(boss)","pos: w.pos_of(boss).unwrap(),"
